Title,Genres,Total Play Time,Rating,Storage Required,Release Year,Developer,Publisher,Price
Portal 2,Adventure,967.18,5,55.7,2003,Bungie,Sega,41.65
Subnautica,"Racing, Open World, First-person shooter",212.85,8.8,82.6,2005,Bungie,Square Enix,21.27
Borderlands 3,"MMORPG, Adventure, RPG",693.6,9.3,19.2,2014,CD Projekt Red,Nintendo,43.54
Overwatch,"RPG, MMORPG, Adventure",169.16,6.8,22.9,2009,Ubisoft,Electronic Arts,29.53
Fortnite,First-person shooter,937.57,3.2,35.8,2005,Ubisoft,Bandai Namco,4.14
Minecraft,"Sports, First-person shooter, MMORPG",156.74,8.1,22.4,2010,Nintendo,Bethesda,44.08
The Elder Scrolls V: Skyrim,Simulation,486.52,2.8,79.3,2018,Nintendo,Capcom,1.59
Left 4 Dead 2,"First-person shooter, Strategy, Simulation",855.69,5.8,20,2009,Valve,Bethesda,25.28
Team Fortress 2,Racing,996.35,2.9,54.5,2000,Rockstar Games,Nintendo,6.03
Tom Clancy's Rainbow Six Siege,Racing,877.11,2.3,31.5,2003,Epic Games,Sega,41.13
BioShock Infinite,RPG,715.49,2.1,96,2008,Rockstar Games,Square Enix,54.4
Far Cry 5,Simulation,326.29,1.4,93.4,2007,Bungie,Microsoft,57
Assassin's Creed Odyssey,"Simulation, RPG",729.5,8.9,17.4,2013,Nintendo,Sega,10.2
Just Cause 4,Strategy,451.75,6.7,25.4,2007,Bungie,Square Enix,28.71
Metro Exodus,"Puzzle, Adventure, Strategy",474.64,2.7,82.3,2022,Epic Games,Capcom,4.77
Destiny 2,"RPG, Open World, Puzzle",847.24,5.7,40.9,2004,Bungie,Capcom,43.75
Resident Evil 2,Open World,299.34,7.2,31,2010,Valve,Bandai Namco,5.25
Monster Hunter: World,"Simulation, RPG, Strategy",703.04,2.2,91,2002,Bethesda,Nintendo,43.39
The Sims 4,"Adventure, Simulation",60.81,7.3,43.6,2010,Bethesda,Nintendo,35.24
Sid Meier's Civilization VI,"Strategy, Adventure, Sports",143.02,2.3,65.2,2000,Ubisoft,Electronic Arts,32.91
The Legend of Zelda: Breath of the Wild,"Simulation, First-person shooter, RPG",130.62,8.8,12.7,2021,Valve,Nintendo,1.79
Super Mario Odyssey,"RPG, Simulation",676.5,3.5,37.6,2008,BioWare,Square Enix,6.13
God of War,"RPG, MMORPG",246.63,7.8,22.9,2009,Ubisoft,Bethesda,33.48
Bloodborne,"Simulation, First-person shooter, Puzzle",929.43,6.9,48.4,2022,EA,Electronic Arts,8.98
Horizon Zero Dawn,RPG,872.67,5,96.4,2019,Epic Games,Bethesda,22.45
Persona 5,"Simulation, First-person shooter, Strategy",839.37,3.3,23.5,2003,EA,Electronic Arts,20.49
Final Fantasy XV,"Racing, Sports",975.99,8.3,27.9,2014,EA,Sony,3.55
The Last of Us,"MMORPG, Adventure",617.48,6.3,72.5,2008,Ubisoft,Bandai Namco,22.06
Death Stranding,MMORPG,299.03,1.5,85.3,2006,Bungie,Square Enix,11.52
Apex Legends,Simulation,160.62,6.3,62.9,2001,Ubisoft,Sony,48.86
Dota Underlords,"First-person shooter, RPG, MMORPG",556.77,2.3,47.7,2021,Epic Games,Activision,36.09
Counter-Strike: Global Offensive,"RPG, Racing",345.3,9.5,30.1,2005,Ubisoft,Capcom,56.75
Grand Theft Auto V,"First-person shooter, Puzzle",839.54,3.2,72.8,2001,Nintendo,Sega,5.02
PlayerUnknown's Battlegrounds,RPG,649.97,8.5,87.9,2005,Bethesda,Bethesda,35.79
Rocket League,"MMORPG, First-person shooter, Adventure",749.37,9.7,25.8,2019,BioWare,Capcom,22.01
The Witcher 3: Wild Hunt,"Adventure, First-person shooter, Puzzle",165.72,8.1,97.3,2008,Bethesda,Bandai Namco,35.38
Red Dead Redemption 2,MMORPG,22.07,9.9,70.6,2001,BioWare,Sega,18.37
Cyberpunk 2077,Simulation,226.33,3.6,29.3,2011,Bethesda,Capcom,51.6
DOOM Eternal,"Simulation, Adventure",241,1.8,9,2011,Ubisoft,Sega,56.84
Stardew Valley,Adventure,950.95,5,69.7,2008,Epic Games,Bandai Namco,56.95
Terraria,Puzzle,863.29,7.5,61.1,2016,EA,Capcom,57.52
Dark Souls III,"Strategy, RPG, Racing",790.87,3.4,43,2022,Bungie,Bethesda,11.66
Hades,"Adventure, MMORPG",350.13,7.1,17.8,2020,Nintendo,Square Enix,12.97
Half-Life: Alyx,"Racing, Open World",162.15,3.7,34.5,2020,CD Projekt Red,Microsoft,19.77
Valheim,"Simulation, Adventure, MMORPG",456.79,4.6,90.9,2007,Bethesda,Electronic Arts,41.4
Among Us,"Racing, RPG, Simulation",498.82,3,11.9,2012,EA,Square Enix,14.58
Rust,"Sports, MMORPG, Simulation",794.04,4,60.8,2015,Epic Games,Microsoft,17.24
ARK: Survival Evolved,"MMORPG, Adventure, Simulation",79.98,4.1,27.3,2008,EA,Nintendo,8.51
Fallout 4,"Strategy, MMORPG, Adventure",358.98,4.2,4.5,2007,Epic Games,Microsoft,52.61
Sekiro: Shadows Die Twice,Puzzle,107.78,2.6,6.4,2017,Bungie,Sega,40.34
Hollow Knight,"RPG, Racing",139.62,3.8,37.1,2020,CD Projekt Red,Microsoft,41.79
Slay the Spire,"Open World, RPG, MMORPG",676.38,2,20.6,2013,CD Projekt Red,Sega,37.32
Portal 2,"Adventure, Sports",954.81,4.1,80.8,2005,Valve,Capcom,10.96
Subnautica,"MMORPG, Adventure, Simulation",977.41,9.1,14.4,2011,Valve,Bandai Namco,6.61
Borderlands 3,"Racing, RPG, Adventure",394.7,4.2,65.3,2022,Valve,Activision,9.57
Overwatch,"Puzzle, Open World",838.21,2.2,15.7,2005,Epic Games,Sony,1.02
Fortnite,Adventure,466.57,6.7,46.2,2011,EA,Sega,32.64
Minecraft,First-person shooter,429.46,9.2,50.5,2018,Bungie,Bandai Namco,46.39
The Elder Scrolls V: Skyrim,"Puzzle, Open World, First-person shooter",419.42,5.7,93.8,2007,Epic Games,Sony,22.08
Left 4 Dead 2,"MMORPG, Strategy, RPG",119.21,5.8,8.6,2022,BioWare,Sega,29.81
Team Fortress 2,"Strategy, Adventure",613.96,3.2,13.2,2009,Ubisoft,Electronic Arts,12.52
Tom Clancy's Rainbow Six Siege,"Puzzle, MMORPG",346.64,3.4,2.4,2016,Valve,Square Enix,7.29
BioShock Infinite,"MMORPG, RPG",137.81,2.6,54.8,2012,Ubisoft,Electronic Arts,50.51
Far Cry 5,Sports,453.49,2.3,97.6,2003,BioWare,Nintendo,16.94
Assassin's Creed Odyssey,Adventure,156.05,4.2,6.7,2020,Epic Games,Electronic Arts,34.05
Just Cause 4,"Adventure, Open World, Racing",16.23,1.6,36.6,2005,Bungie,Sega,31.77
Metro Exodus,"MMORPG, Open World",766.69,2.3,44.8,2018,Epic Games,Bethesda,39.45
Destiny 2,"RPG, Adventure, Racing",999.93,5.8,78.9,2008,CD Projekt Red,Nintendo,3.34
Resident Evil 2,MMORPG,573.77,6.5,74.7,2002,Bungie,Microsoft,44.61
Monster Hunter: World,"Simulation, Open World",514.43,1.7,83.3,2012,Valve,Capcom,6.56
The Sims 4,"RPG, Strategy, Sports",916.08,5.3,55.7,2023,BioWare,Electronic Arts,53.03
Sid Meier's Civilization VI,"MMORPG, First-person shooter, RPG",672.96,6.1,74.3,2002,CD Projekt Red,Bethesda,10.19
The Legend of Zelda: Breath of the Wild,"Puzzle, First-person shooter",935.71,5.8,39.1,2021,Bethesda,Bandai Namco,45.55
Super Mario Odyssey,"RPG, Sports, Simulation",462.05,4.7,15.6,2010,Epic Games,Bandai Namco,45.4
God of War,Open World,205.32,9.9,51.2,2021,Bungie,Square Enix,20.14
Bloodborne,"Sports, MMORPG, Puzzle",873.16,8.9,95.5,2007,Epic Games,Capcom,50.49
Horizon Zero Dawn,"Simulation, Adventure, Puzzle",612.09,9.7,21.8,2000,Nintendo,Sony,2
Persona 5,First-person shooter,468.38,9.6,12.1,2009,BioWare,Sega,12.99
Final Fantasy XV,"First-person shooter, Open World",291.33,3.7,14.6,2000,EA,Sony,34.28
The Last of Us,MMORPG,965.69,3.6,52.7,2001,Valve,Sony,42.99
Death Stranding,MMORPG,269.05,1.4,11.6,2002,Ubisoft,Sega,38.49
Apex Legends,"Strategy, First-person shooter",684.25,7.8,76.7,2007,Nintendo,Microsoft,46.02
Dota Underlords,"RPG, Open World, Racing",273.45,3.3,68.3,2014,BioWare,Bethesda,30.62
Counter-Strike: Global Offensive,Strategy,448.99,8.5,52.1,2000,Epic Games,Activision,53.29
Grand Theft Auto V,"Open World, Adventure",951.49,2.2,54.6,2009,EA,Square Enix,59.21
PlayerUnknown's Battlegrounds,RPG,246.49,3.7,67.1,2013,CD Projekt Red,Microsoft,57.72
Rocket League,"Open World, Sports, Strategy",501.38,5,16.8,2017,BioWare,Bethesda,58.87
The Witcher 3: Wild Hunt,"MMORPG, Strategy, Open World",777.15,2.1,97.3,2020,CD Projekt Red,Activision,36.67
Red Dead Redemption 2,"Puzzle, Open World, RPG",733.91,7.3,45.3,2020,Bungie,Electronic Arts,33.19
Cyberpunk 2077,"Open World, Racing",428.63,3.7,43.7,2023,EA,Bethesda,32.63
DOOM Eternal,"Sports, MMORPG, RPG",700.29,8.2,8.2,2007,BioWare,Capcom,26.93
Stardew Valley,"RPG, Open World, First-person shooter",698.77,4.2,49.9,2002,Valve,Nintendo,44.71
Terraria,"Puzzle, Adventure, Strategy",153.12,5.2,19.9,2014,Rockstar Games,Electronic Arts,11.09
Dark Souls III,"RPG, Strategy",771.44,9.6,17.6,2013,Ubisoft,Square Enix,41.59
Hades,"Puzzle, MMORPG, Strategy",377.91,6.6,8.9,2017,Valve,Sony,49.97
Half-Life: Alyx,"Adventure, Puzzle, First-person shooter",489.74,7.9,96.1,2000,Rockstar Games,Square Enix,26.03
Valheim,"Sports, Racing, Open World",589.69,3.5,80.9,2022,EA,Electronic Arts,20.24
Among Us,"Sports, Strategy, Simulation",998.45,2.4,53,2001,Bethesda,Electronic Arts,16.16
Rust,"Sports, Open World",930.19,6.8,57,2017,Nintendo,Bethesda,19.92
ARK: Survival Evolved,Sports,716.85,2.6,17.5,2007,Bungie,Bandai Namco,17.35
Fallout 4,"First-person shooter, Open World, Simulation",329.94,7.6,8,2020,Nintendo,Nintendo,56.82
Sekiro: Shadows Die Twice,"Simulation, MMORPG",411.9,2.5,84.4,2019,Bethesda,Bethesda,31.29
Hollow Knight,"Strategy, Racing, RPG",743.53,7.5,17.7,2013,Nintendo,Capcom,42.46
Slay the Spire,"Sports, Open World",577.2,4.9,63,2007,Rockstar Games,Sega,36.31
Portal 2,Sports,922.32,4.3,46.1,2022,Nintendo,Activision,59.17
Subnautica,"Simulation, Open World",186.18,5.4,80.6,2012,EA,Capcom,38.01
Borderlands 3,"Racing, Simulation",770.17,1.5,50.9,2003,Bungie,Square Enix,27.62
Overwatch,"Puzzle, First-person shooter, Strategy",146.63,8.9,84.3,2016,Rockstar Games,Bandai Namco,44.09
Fortnite,"Simulation, Open World",893.15,9.6,75.7,2012,BioWare,Sega,9.7
Minecraft,"Strategy, MMORPG",864.09,4.3,99.1,2006,EA,Nintendo,37.44
The Elder Scrolls V: Skyrim,"Simulation, Adventure, Strategy",182.3,4.1,61.9,2016,Rockstar Games,Capcom,11.24
Left 4 Dead 2,"Sports, Puzzle",952.48,1.8,85.9,2011,Nintendo,Nintendo,14.6
Team Fortress 2,Racing,752.37,2,66.1,2007,Epic Games,Bandai Namco,29.52
Tom Clancy's Rainbow Six Siege,"Racing, Sports, Strategy",522.49,7,44,2015,Bethesda,Capcom,29.1
BioShock Infinite,"MMORPG, Racing",951.2,2.9,40.5,2012,Epic Games,Nintendo,23.33
Far Cry 5,Open World,533.44,4.6,30.7,2019,Bethesda,Square Enix,10.5
Assassin's Creed Odyssey,"Puzzle, Adventure, RPG",236.23,9.3,75.6,2019,CD Projekt Red,Bandai Namco,37.99
Just Cause 4,"RPG, MMORPG",399.84,6.7,70.3,2009,Bethesda,Square Enix,4.1
Metro Exodus,Racing,987.41,1.4,52.8,2014,CD Projekt Red,Bethesda,22.83
Destiny 2,"Simulation, MMORPG, Strategy",419.18,7.7,96,2021,Nintendo,Sega,26.56
Resident Evil 2,"MMORPG, Simulation, First-person shooter",6.1,3.5,69.2,2017,Bethesda,Bethesda,14.18
Monster Hunter: World,Simulation,148.39,9.3,44.6,2008,Bungie,Microsoft,0.38
The Sims 4,"First-person shooter, Racing, Strategy",17.53,2.5,18.1,2014,CD Projekt Red,Square Enix,37.04
Sid Meier's Civilization VI,"Sports, Adventure, Open World",377.72,9.2,42.2,2005,Epic Games,Microsoft,46.85
The Legend of Zelda: Breath of the Wild,First-person shooter,726.87,9.5,17.7,2001,Bethesda,Sega,15.27
Super Mario Odyssey,MMORPG,99.2,9.5,83.5,2001,Ubisoft,Microsoft,9.1
God of War,"Puzzle, Open World",480.77,5.2,30,2000,Bungie,Nintendo,57.13
Bloodborne,"First-person shooter, Sports, Adventure",444.76,8.2,90.2,2006,EA,Bandai Namco,20.58
Horizon Zero Dawn,"Racing, Adventure",45.69,1.7,70.5,2006,Valve,Nintendo,29.75
Persona 5,"Racing, Puzzle",398.32,7.7,53.1,2019,BioWare,Nintendo,51.74
Final Fantasy XV,"Adventure, MMORPG",453.26,9.9,36.2,2014,Nintendo,Bandai Namco,41.54
The Last of Us,"Sports, Puzzle, RPG",320.84,1.8,98.5,2008,BioWare,Bethesda,37.3
Death Stranding,"First-person shooter, Sports",156.71,9.4,48.9,2012,Valve,Square Enix,3.13
Apex Legends,"RPG, Strategy",629.7,9.2,42.6,2016,Ubisoft,Bethesda,5.8
Dota Underlords,"First-person shooter, RPG, Puzzle",638.85,8.1,3.5,2010,EA,Sony,1.4
Counter-Strike: Global Offensive,"Adventure, Open World, Racing",631.47,4.5,76.8,2001,Bethesda,Square Enix,9.13
Grand Theft Auto V,"Adventure, Puzzle",256.68,4.6,2.4,2015,CD Projekt Red,Microsoft,37.68
PlayerUnknown's Battlegrounds,"Open World, Strategy, Simulation",285.08,7.9,51.2,2022,CD Projekt Red,Sega,39.6
Rocket League,"Adventure, MMORPG, Racing",203.99,3.5,47.7,2010,BioWare,Nintendo,14.26
The Witcher 3: Wild Hunt,RPG,639.78,3.1,86.7,2022,Valve,Activision,8.19
Red Dead Redemption 2,"RPG, Simulation, MMORPG",687.86,4.3,6.2,2013,Valve,Microsoft,25.36
Cyberpunk 2077,Racing,72.04,1.7,96.6,2016,Valve,Microsoft,39.07
DOOM Eternal,"Adventure, First-person shooter, Open World",955.45,6.2,63.2,2007,CD Projekt Red,Square Enix,42.32
Stardew Valley,Open World,291.89,4,86.6,2006,CD Projekt Red,Nintendo,59.35
Terraria,"Puzzle, Adventure",610.79,5.7,25,2017,Bethesda,Bethesda,46.35
Dark Souls III,"Puzzle, Sports, First-person shooter",65.84,3.3,9.8,2020,EA,Sega,30.91
Hades,Strategy,3.47,2.5,53.2,2009,Bungie,Bethesda,29.96
Half-Life: Alyx,"Strategy, Adventure, Sports",27.18,2.4,31.6,2019,Epic Games,Bandai Namco,27.74
Valheim,Simulation,64.85,7.8,79.1,2021,Nintendo,Square Enix,51.51
Among Us,"Strategy, Sports",798.77,2.4,13.4,2018,Ubisoft,Capcom,11.64
Rust,First-person shooter,807.11,9.8,91.2,2006,EA,Capcom,43.72
ARK: Survival Evolved,"Sports, Racing",194.89,9.5,51.8,2012,BioWare,Capcom,41.59
Fallout 4,"Simulation, Adventure",488.61,5.6,29.6,2015,Bethesda,Capcom,47.95
Sekiro: Shadows Die Twice,Sports,41.56,9.2,17.2,2013,CD Projekt Red,Bethesda,50.18
Hollow Knight,Open World,623.9,7.4,8.3,2020,Valve,Capcom,55.76
Slay the Spire,Sports,671.77,8.7,8,2000,Epic Games,Bethesda,21.03
Portal 2,Puzzle,122.44,7.1,59.4,2014,EA,Square Enix,3.67
Subnautica,"Adventure, Strategy",9.05,5.5,77.8,2005,EA,Activision,29.68
Borderlands 3,"Simulation, Racing, Open World",18.56,9.6,89.5,2015,Nintendo,Bethesda,36.93
Overwatch,"Simulation, Open World",448.54,1,9.7,2002,Ubisoft,Sega,4.05
Fortnite,"Open World, Sports, First-person shooter",418.33,4.7,54.2,2017,Bethesda,Electronic Arts,57.13
Minecraft,Racing,228.54,4.8,93.6,2003,Ubisoft,Nintendo,58.02
The Elder Scrolls V: Skyrim,Simulation,449.74,2.5,34.5,2018,Bungie,Bethesda,39.35
Left 4 Dead 2,"Adventure, Open World",616.25,6.8,65.1,2004,Rockstar Games,Microsoft,18.24
Team Fortress 2,Racing,956.61,8.3,79.9,2017,Ubisoft,Electronic Arts,11.39
Tom Clancy's Rainbow Six Siege,"Sports, Racing, First-person shooter",165,6.4,33,2012,Epic Games,Sony,45.46
BioShock Infinite,First-person shooter,643.35,5.8,33.1,2002,Epic Games,Bethesda,38.9
Far Cry 5,"MMORPG, Sports",987.3,3.6,67.5,2017,Bungie,Nintendo,2.05
Assassin's Creed Odyssey,"Open World, First-person shooter, Strategy",445.59,6.5,63.2,2006,Valve,Square Enix,12.21
Just Cause 4,MMORPG,375.7,1.2,62.6,2007,Nintendo,Capcom,1.65
Metro Exodus,"Sports, Adventure",801.52,7.9,9.3,2000,CD Projekt Red,Sega,29
Destiny 2,Racing,289.59,6.3,17.7,2021,CD Projekt Red,Bandai Namco,58.39
Resident Evil 2,"Simulation, Adventure",929.51,1.6,15.4,2007,Rockstar Games,Capcom,24.42
Monster Hunter: World,"First-person shooter, Open World",76.17,8.3,9.8,2006,EA,Sega,40.91
The Sims 4,First-person shooter,658.09,7.6,31.3,2008,Ubisoft,Bethesda,1.17
Sid Meier's Civilization VI,"Racing, Strategy, Puzzle",262.34,5.1,40.3,2015,EA,Nintendo,4.56
The Legend of Zelda: Breath of the Wild,"Open World, Strategy, RPG",770.29,9.2,86.7,2018,CD Projekt Red,Microsoft,25.49
Super Mario Odyssey,Racing,56.62,2.9,43.8,2015,Nintendo,Square Enix,2.31
God of War,"Open World, RPG, Simulation",933.01,8.2,48.9,2008,Epic Games,Bandai Namco,13.33
Bloodborne,Puzzle,494.06,6.8,1.2,2017,Bethesda,Capcom,51.61
Horizon Zero Dawn,"RPG, Puzzle",196.47,6.6,84.8,2004,Bungie,Capcom,9.06
Persona 5,"RPG, First-person shooter",309.27,9.8,14.8,2012,Epic Games,Square Enix,25.2
Final Fantasy XV,Open World,385.33,7.6,46.2,2011,CD Projekt Red,Microsoft,6.41
The Last of Us,MMORPG,194.37,2.8,97.3,2019,Rockstar Games,Microsoft,3.15
Death Stranding,"Simulation, Sports",710.97,7.2,31.8,2013,Bungie,Sega,4.74
Apex Legends,MMORPG,689.9,7,75.8,2019,Ubisoft,Square Enix,40.08
Dota Underlords,Adventure,247.32,9.3,52.9,2004,Bungie,Activision,21.79
Counter-Strike: Global Offensive,"First-person shooter, RPG, Adventure",300.32,4.8,57.6,2016,Valve,Sony,40.95
Grand Theft Auto V,"MMORPG, Strategy, Adventure",682.57,5.1,99,2000,Epic Games,Square Enix,59.33
PlayerUnknown's Battlegrounds,"Sports, Racing",23.36,4.1,90.9,2023,EA,Activision,36.42
Rocket League,MMORPG,344.5,6.3,6.5,2023,Nintendo,Nintendo,48.43
The Witcher 3: Wild Hunt,Sports,410.81,2.4,59.9,2006,BioWare,Activision,31.54
Red Dead Redemption 2,"Adventure, Strategy, RPG",876.55,8,69.6,2007,Bungie,Sony,6.27
Cyberpunk 2077,"RPG, Puzzle, Strategy",931.74,2.1,93.1,2010,EA,Sega,34.54
DOOM Eternal,MMORPG,911.64,5.4,76.3,2009,Ubisoft,Activision,33.66
Stardew Valley,Strategy,223.85,6,1,2006,Valve,Capcom,40.09
Terraria,"RPG, Open World, Sports",554.44,3.7,58.5,2005,EA,Sony,34.39
Dark Souls III,"Adventure, First-person shooter, RPG",804.57,1.8,34.7,2014,Nintendo,Sony,39.65
Hades,"Open World, Adventure",533.21,4.2,65.4,2005,Ubisoft,Activision,51.48
Half-Life: Alyx,"Simulation, MMORPG",593.84,8.1,18.5,2007,Ubisoft,Bandai Namco,7.59
Valheim,"Puzzle, MMORPG",242.05,8.7,53.6,2013,Nintendo,Bethesda,50.8
Among Us,"Racing, Open World, RPG",691.88,9.3,32.4,2009,Nintendo,Square Enix,19.33
Rust,"RPG, Adventure, First-person shooter",354.48,1.8,28.3,2013,CD Projekt Red,Electronic Arts,28.8
ARK: Survival Evolved,Sports,124.04,9.7,79.2,2016,CD Projekt Red,Sega,45.55
Fallout 4,Sports,584.03,6.5,36.5,2010,Epic Games,Square Enix,41.57
Sekiro: Shadows Die Twice,RPG,115.62,3.1,76.1,2004,Bungie,Bandai Namco,25.53
Hollow Knight,"First-person shooter, Adventure",91.41,8.8,61.4,2016,Bungie,Sony,17.66
Slay the Spire,First-person shooter,951.06,8,1.6,2013,Ubisoft,Capcom,29.94
Portal 2,"Simulation, Sports",251.16,1.6,61,2014,CD Projekt Red,Microsoft,17.81
Subnautica,First-person shooter,849.48,6.5,55.1,2000,EA,Activision,54.03
Borderlands 3,"MMORPG, Sports, Simulation",3.73,7.9,79.4,2018,Bungie,Activision,27.08
Overwatch,"Open World, First-person shooter, Strategy",907.09,1.2,31.4,2005,Bungie,Bandai Namco,35.96
Fortnite,Strategy,984.33,8.6,6.2,2017,Rockstar Games,Sega,54.11
Minecraft,"Adventure, Simulation, RPG",984.68,5,21.1,2019,BioWare,Electronic Arts,55.42
The Elder Scrolls V: Skyrim,Sports,637.74,1.4,62,2009,Ubisoft,Sony,47.72
Left 4 Dead 2,"Simulation, Racing, Sports",228.27,2.5,27.6,2011,Bungie,Microsoft,26.08
Team Fortress 2,"Simulation, First-person shooter, RPG",146.66,3.6,21.3,2004,Ubisoft,Bethesda,26.86
Tom Clancy's Rainbow Six Siege,Strategy,698.19,4.6,92.1,2010,EA,Sega,29.74
BioShock Infinite,"RPG, Puzzle",987.07,8.4,27,2022,Epic Games,Microsoft,32.02
Far Cry 5,"Sports, Open World, RPG",715.3,2.8,51.6,2021,CD Projekt Red,Nintendo,47.94
Assassin's Creed Odyssey,First-person shooter,789.32,4,36.9,2004,Rockstar Games,Nintendo,53.95
Just Cause 4,"MMORPG, Strategy",317.43,9.4,16.6,2015,Bethesda,Sony,15.66
Metro Exodus,"Strategy, Simulation",71.24,3.8,77.7,2017,EA,Activision,42.7
Destiny 2,"Strategy, Puzzle",357.95,6.5,82.2,2006,Valve,Square Enix,56.06
Resident Evil 2,RPG,824.87,6.4,10.5,2009,CD Projekt Red,Activision,59.32
Monster Hunter: World,Racing,508.5,4.3,21.3,2023,Nintendo,Square Enix,54.13
The Sims 4,"Open World, Puzzle, Adventure",513.68,5.8,4.1,2012,Nintendo,Activision,36.6
Sid Meier's Civilization VI,Open World,52.11,1.7,68.6,2019,BioWare,Square Enix,51.76
The Legend of Zelda: Breath of the Wild,"Puzzle, Sports, Open World",151.2,9.9,6.6,2021,Ubisoft,Square Enix,46.43
Super Mario Odyssey,Racing,111.83,1.4,92.3,2016,Bungie,Bandai Namco,2.38
God of War,"MMORPG, Simulation",34.12,5.4,94.5,2020,Valve,Microsoft,28.36
Bloodborne,Puzzle,344.06,3.9,62.4,2014,Rockstar Games,Nintendo,1.35
Horizon Zero Dawn,"First-person shooter, MMORPG, Sports",362.28,5.9,75.7,2006,Valve,Bethesda,53.26
Persona 5,Sports,472.96,9.9,95.8,2003,Bethesda,Capcom,48.54
Final Fantasy XV,Strategy,55.35,9.4,76,2008,Rockstar Games,Activision,51.06
The Last of Us,Adventure,678.74,5.2,25.6,2006,Bethesda,Capcom,31.03
Death Stranding,"Puzzle, Simulation",340.13,6.4,5.1,2001,Epic Games,Capcom,41.75
Apex Legends,"Strategy, Puzzle",135.83,1.5,81.5,2014,CD Projekt Red,Electronic Arts,16.91
Dota Underlords,Puzzle,731.27,9.1,19.1,2007,Bungie,Sega,44.23
Counter-Strike: Global Offensive,"Simulation, RPG",225.25,1.9,38.2,2015,BioWare,Square Enix,52.91
Grand Theft Auto V,"Simulation, Puzzle",487.25,5,16.5,2000,Ubisoft,Bethesda,26.38
PlayerUnknown's Battlegrounds,"Open World, RPG, Strategy",321.56,2.7,46.2,2000,BioWare,Sony,25.88
Rocket League,"Open World, Racing, First-person shooter",721.29,8.4,8.4,2008,Nintendo,Capcom,17.84
The Witcher 3: Wild Hunt,"Racing, Simulation",747.76,3.6,39.2,2017,Epic Games,Sony,5.23
Red Dead Redemption 2,"Open World, Racing",748.42,1.9,89.5,2005,Rockstar Games,Bandai Namco,16.16
Cyberpunk 2077,"Simulation, Sports, Puzzle",25.67,5.5,12.4,2007,Nintendo,Nintendo,5.31
DOOM Eternal,RPG,195.11,1.1,68.5,2013,Valve,Microsoft,12.52
Stardew Valley,"RPG, First-person shooter",464.55,3.9,93.4,2012,Ubisoft,Bethesda,27.34
Terraria,"First-person shooter, Simulation, Adventure",275.8,1.9,67.2,2020,Epic Games,Microsoft,11.41
Dark Souls III,"Strategy, Open World",283.09,9.8,37.1,2021,Valve,Bandai Namco,51.89
Hades,Adventure,986.68,2.6,29.1,2001,Ubisoft,Bandai Namco,7.63
Half-Life: Alyx,"First-person shooter, Strategy",635.88,8.2,32.5,2019,Rockstar Games,Electronic Arts,4.83
Valheim,"Open World, Puzzle",928.43,3.1,39.9,2020,CD Projekt Red,Capcom,0.92
Among Us,"MMORPG, First-person shooter",829.45,3,65.2,2005,BioWare,Activision,14.81
Rust,Simulation,975.18,9.5,9.7,2015,Nintendo,Electronic Arts,2.31
ARK: Survival Evolved,"RPG, Simulation",775.51,2.9,84,2001,BioWare,Bandai Namco,53.06
Fallout 4,"RPG, Sports",893.32,3.3,13.8,2022,Epic Games,Bethesda,22.69
Sekiro: Shadows Die Twice,"RPG, Racing",343.61,1.7,74.6,2004,Epic Games,Sony,13.51
Hollow Knight,Puzzle,56.42,7.9,87.8,2019,Epic Games,Nintendo,14.26
Slay the Spire,"Sports, Strategy",233.67,7.7,76,2001,Rockstar Games,Square Enix,36.37
Portal 2,"Sports, Simulation, Open World",247.07,4.5,77.1,2001,EA,Nintendo,49.29
Subnautica,Simulation,81.97,1.7,26.5,2002,BioWare,Bethesda,24.72
Borderlands 3,"Open World, Puzzle, RPG",89.45,6.9,28.1,2001,Bethesda,Electronic Arts,43.71
Overwatch,Simulation,634.84,2.8,10,2008,Ubisoft,Sega,34.53
Fortnite,"Open World, Strategy, MMORPG",917.46,3.3,19.6,2017,Bethesda,Capcom,20.5
